source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,phot_g_mean_mag,bp_rp
427592723358041728,10.611642869050282,3.1857138,61.75376247604918,3.5270925,,,,,,,20.719484,
427589321747457664,11.118749730478667,0.082507186,61.71468553002066,0.07956039,0.521211323176991,0.10987478,-1.9467393971377647,0.107052945,-1.0473023779330943,0.1180905,18.092236,1.7921944
427589184308516352,11.105974875971734,0.07382834,61.68734845939386,0.07685089,0.27107505289608747,0.10500167,-2.631397197742633,0.09546064,-0.5755487085489612,0.10947356,17.936373,1.7765408
427589214366800256,11.139976094936692,0.16563793,61.69442700253902,0.15553282,0.9995229972000802,0.22503196,-0.1251922645831493,0.1986303,-1.7985767966735178,0.21036962,19.229124,2.4909077
427589214366800384,11.136604513874556,0.2532134,61.694812450449554,0.23195334,-0.48763469899203343,0.33876243,-0.19035979852697799,0.30672413,-3.561549040292249,0.3210443,19.811909,1.9847107
427589214366825344,11.124642309647273,0.22080082,61.702178956004516,0.20845737,0.370821405734507,0.29699674,-2.8489227573410805,0.27130622,-0.3513555777798088,0.2829995,19.665022,2.1099567
427589214369281792,11.124796735510298,0.21630234,61.69729021313255,0.20542406,0.7279282105737426,0.29142454,-3.3144701080176566,0.2651996,-1.6400507218881781,0.28280503,19.080667,2.141777
427589218662964352,11.125270934094823,0.27509028,61.70510549198901,0.25952512,0.8075069769882881,0.36542317,-1.1465400387570523,0.3324028,0.2389155718347726,0.34973285,19.87058,2.0934696
427589218662970880,11.126949714315613,0.40375233,61.699649619003246,0.36462775,-0.1031631756035407,0.5351605,2.034970877207696,0.5140359,-3.7177680090280623,0.5113094,20.362164,2.096592
427589218662992384,11.142056748164796,0.37172672,61.688799714832896,0.3436085,0.44613070988181636,0.4980495,-2.3175533073497334,0.47640148,0.45337319948179466,0.4729811,20.22859,2.4291077
427589218664847360,11.128184045986247,0.33162662,61.70120984000996,0.31190667,1.3927549233644434,0.4356216,-1.9989123313611805,0.440472,0.19626898577328675,0.4749112,20.182636,2.3480854
427589218664848000,11.122862827722026,0.48264927,61.69622523870059,0.42825568,0.4620243915072012,0.6314299,-3.1835989126249586,0.6227534,0.5837036094414476,0.6491992,20.39874,2.059492
427589218664850048,11.139926784259492,1.2076526,61.699660097485705,1.156114,,,,,,,20.994087,2.2791195
427589218664850944,11.146129440856955,0.5156325,61.69895866284121,0.5177912,0.31966633075054435,0.6942309,-2.749434358633002,0.7542852,1.1377541935599955,0.9920753,20.581654,1.9329662
427589218664851968,11.139884490227242,1.3190413,61.691517433935665,1.2640349,0.34145800839170726,1.6974734,-5.21186629186852,1.9957538,0.41050107914040757,2.4071536,20.933628,1.7473755
427589218666121216,11.137940654085977,0.6126524,61.68892781678391,0.62404525,1.823459581916271,0.7867294,-1.964904506391824,0.84986216,-1.4768355399754611,1.0524065,20.724985,1.6059933
